07:18:20.466565 IP 209.73.140.70.1801 > 178.32.215.69.6667: Flags [.], ack 2434048873, win 65535, length 0
07:18:20.479489 IP 64.233.128.98.1265 > 178.32.215.69.20643: Flags [.], ack 3361262596, win 65535, length 0
07:18:20.479493 IP 217.113.205.58.1895 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.479499 IP 178.32.215.69.6667 > 217.113.205.58.1895: Flags [R], seq 789774894, win 0, length 0
07:18:20.479513 IP 61.156.8.67.1251 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.479520 IP 178.32.215.69.6667 > 61.156.8.67.1251: Flags [R], seq 2629240630, win 0, length 0
07:18:20.479535 IP 58.248.249.102.1630 > 178.32.215.69.28427: Flags [.], ack 3510581292, win 65535, length 0
07:18:20.479540 IP 67.201.39.227.1956 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.479545 IP 178.32.215.69.6667 > 67.201.39.227.1956: Flags [R], seq 2289476191, win 0, length 0
07:18:20.479559 IP 180.153.148.248.1339 > 178.32.215.69.25725: Flags [.], ack 609523514, win 65535, length 0
07:18:20.479564 IP 201.221.151.54.1389 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.479569 IP 178.32.215.69.6667 > 201.221.151.54.1389: Flags [R], seq 2979140725, win 0, length 0
07:18:20.479584 IP 128.123.211.155.1463 > 178.32.215.69.21307: Flags [.], ack 2450919705, win 65535, length 0
07:18:20.479588 IP 46.231.16.185.1854 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.479593 IP 178.32.215.69.6667 > 46.231.16.185.1854: Flags [R], seq 3599896335, win 0, length 0
07:18:20.479608 IP 203.160.57.118.1569 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.479615 IP 178.32.215.69.6667 > 203.160.57.118.1569: Flags [R], seq 2191028824, win 0, length 0
07:18:20.479636 IP 64.233.128.98.1265 > 178.32.215.69.20645: Flags [.], ack 3361262596, win 65535, length 0
07:18:20.479641 IP 200.52.205.60.1853 > 178.32.215.69.32691: Flags [.], ack 1005817954, win 65535, length 0
07:18:20.479644 IP 209.73.140.70.1801 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.479649 IP 178.32.215.69.6667 > 209.73.140.70.1801: Flags [R], seq 2434048873, win 0, length 0
07:18:20.479677 IP 211.103.103.122.1380 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.479685 IP 178.32.215.69.6667 > 211.103.103.122.1380: Flags [R], seq 921165920, win 0, length 0
07:18:20.479700 IP 46.231.16.185.1854 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.479708 IP 178.32.215.69.6667 > 46.231.16.185.1854: Flags [R], seq 3599896335, win 0, length 0
07:18:20.479722 IP 46.231.16.185.1854 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.479729 IP 178.32.215.69.6667 > 46.231.16.185.1854: Flags [R], seq 3599896335, win 0, length 0
07:18:20.479741 IP 203.246.164.173.1103 > 178.32.215.69.32245: Flags [.], ack 3986427980, win 65535, length 0
07:18:20.479746 IP 202.157.76.47.1836 > 178.32.215.69.6667: Flags [.], ack 2546908944, win 65535, length 0
07:18:20.479751 IP 178.32.215.69.6667 > 202.157.76.47.1836: Flags [R], seq 2546908944, win 0, length 0
07:18:20.479769 IP 193.169.87.111.1904 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.479777 IP 178.32.215.69.6667 > 193.169.87.111.1904: Flags [R], seq 2031816816, win 0, length 0
07:18:20.479792 IP 91.210.106.222.1173 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.479799 IP 178.32.215.69.6667 > 91.210.106.222.1173: Flags [R], seq 1395616066, win 0, length 0
07:18:20.479813 IP 180.95.224.203.1582 > 178.32.215.69.48: Flags [.], ack 3118815505, win 65535, length 0
07:18:20.479819 IP 202.198.129.156.1043 > 178.32.215.69.43907: Flags [.], ack 940501020, win 65535, length 0
07:18:20.479821 IP 58.225.62.207.1077 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.479826 IP 178.32.215.69.6667 > 58.225.62.207.1077: Flags [R], seq 3496986390, win 0, length 0
07:18:20.479841 IP 182.163.204.137.1219 > 178.32.215.69.100: Flags [.], ack 3427209519, win 65535, length 0
07:18:20.479846 IP 85.25.195.164.1096 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.479851 IP 178.32.215.69.6667 > 85.25.195.164.1096: Flags [R], seq 1441634407, win 0, length 0
07:18:20.479865 IP 61.55.144.151.1693 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.479872 IP 178.32.215.69.6667 > 61.55.144.151.1693: Flags [R], seq 2481819155, win 0, length 0
07:18:20.479893 IP 178.63.54.14.1619 > 178.32.215.69.74: Flags [.], ack 264004932, win 65535, length 0
07:18:20.479898 IP 209.73.140.70.1801 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.479903 IP 178.32.215.69.6667 > 209.73.140.70.1801: Flags [R], seq 2434048873, win 0, length 0
07:18:20.479931 IP 211.143.131.7.1714 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.479939 IP 178.32.215.69.6667 > 211.143.131.7.1714: Flags [R], seq 340300297, win 0, length 0
07:18:20.479954 IP 61.130.156.250.1317 > 178.32.215.69.38015: Flags [.], ack 162608397, win 65535, length 0
07:18:20.479959 IP 219.147.255.123.1437 > 178.32.215.69.51299: Flags [.], ack 2525585698, win 65535, length 0
07:18:20.479961 IP 195.62.128.4.1880 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.479967 IP 178.32.215.69.6667 > 195.62.128.4.1880: Flags [R], seq 1436199745, win 0, length 0
07:18:20.479982 IP 81.91.225.134.1642 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.479989 IP 178.32.215.69.6667 > 81.91.225.134.1642: Flags [R], seq 169358418, win 0, length 0
07:18:20.480004 IP 216.250.255.1.1807 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480011 IP 178.32.215.69.6667 > 216.250.255.1.1807: Flags [R], seq 3388661528, win 0, length 0
07:18:20.480029 IP 87.229.7.251.1557 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480037 IP 178.32.215.69.6667 > 87.229.7.251.1557: Flags [R], seq 3643454792, win 0, length 0
07:18:20.480052 IP 222.80.184.115.1004 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480060 IP 178.32.215.69.6667 > 222.80.184.115.1004: Flags [R], seq 1824872048, win 0, length 0
07:18:20.480075 IP 95.66.187.165.1590 > 178.32.215.69.30009: Flags [.], ack 3055723390, win 65535, length 0
07:18:20.480079 IP 202.89.116.193.1035 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480085 IP 178.32.215.69.6667 > 202.89.116.193.1035: Flags [R], seq 3225581312, win 0, length 0
07:18:20.480099 IP 211.103.103.122.1380 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480106 IP 178.32.215.69.6667 > 211.103.103.122.1380: Flags [R], seq 921165920, win 0, length 0
07:18:20.480120 IP 209.73.140.56.1308 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480127 IP 178.32.215.69.6667 > 209.73.140.56.1308: Flags [R], seq 3588359206, win 0, length 0
07:18:20.480141 IP 211.144.73.154.1540 > 178.32.215.69.9177: Flags [.], ack 3008316221, win 65535, length 0
07:18:20.480146 IP 85.120.23.162.1926 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480152 IP 178.32.215.69.6667 > 85.120.23.162.1926: Flags [R], seq 100301668, win 0, length 0
07:18:20.480183 IP 69.60.116.165.1680 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480191 IP 178.32.215.69.6667 > 69.60.116.165.1680: Flags [R], seq 1825719620, win 0, length 0
07:18:20.480207 IP 85.120.23.162.1926 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480214 IP 178.32.215.69.6667 > 85.120.23.162.1926: Flags [R], seq 100301668, win 0, length 0
07:18:20.480228 IP 222.80.184.115.1004 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480235 IP 178.32.215.69.6667 > 222.80.184.115.1004: Flags [R], seq 1824872048, win 0, length 0
07:18:20.480249 IP 222.80.184.115.1004 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480256 IP 178.32.215.69.6667 > 222.80.184.115.1004: Flags [R], seq 1824872048, win 0, length 0
07:18:20.480270 IP 67.201.39.227.1956 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480277 IP 178.32.215.69.6667 > 67.201.39.227.1956: Flags [R], seq 2289476191, win 0, length 0
07:18:20.480290 IP 109.74.55.81.1807 > 178.32.215.69.8: Flags [.], ack 451376755, win 65535, length 0
07:18:20.480295 IP 41.0.44.219.1990 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480300 IP 178.32.215.69.6667 > 41.0.44.219.1990: Flags [R], seq 2420736113, win 0, length 0
07:18:20.480315 IP 211.144.73.154.1540 > 178.32.215.69.9195: Flags [.], ack 3008316221, win 65535, length 0
07:18:20.480319 IP 211.115.111.16.1107 > 178.32.215.69.43007: Flags [.], ack 3865999897, win 65535, length 0
07:18:20.480322 IP 132.160.21.137.1288 > 178.32.215.69.10: Flags [.], ack 2326601067, win 65535, length 0
07:18:20.480324 IP 217.144.201.160.1662 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480329 IP 178.32.215.69.6667 > 217.144.201.160.1662: Flags [R], seq 2357414169, win 0, length 0
07:18:20.480344 IP 180.95.224.203.1582 > 178.32.215.69.8: Flags [.], ack 3118815505, win 65535, length 0
07:18:20.480348 IP 132.160.21.137.1288 > 178.32.215.69.24: Flags [.], ack 2326601067, win 65535, length 0
07:18:20.480350 IP 193.0.61.16.1394 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480355 IP 178.32.215.69.6667 > 193.0.61.16.1394: Flags [R], seq 3299715353, win 0, length 0
07:18:20.480370 IP 84.246.226.154.1264 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480377 IP 178.32.215.69.6667 > 84.246.226.154.1264: Flags [R], seq 1126448695, win 0, length 0
07:18:20.480391 IP 128.123.211.155.1463 > 178.32.215.69.21343: Flags [.], ack 2450919705, win 65535, length 0
07:18:20.480404 IP 27.112.8.246.1721 > 178.32.215.69.122: Flags [.], ack 2156426336, win 65535, length 0
07:18:20.480409 IP 37.235.58.163.1665 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480417 IP 178.32.215.69.6667 > 37.235.58.163.1665: Flags [R], seq 3382667820, win 0, length 0
07:18:20.480453 IP 80.241.223.36.1551 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480465 IP 178.32.215.69.6667 > 80.241.223.36.1551: Flags [R], seq 1728500283, win 0, length 0
07:18:20.480483 IP 95.159.65.11.2016 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480491 IP 178.32.215.69.6667 > 95.159.65.11.2016: Flags [R], seq 2553631015, win 0, length 0
07:18:20.480506 IP 88.204.76.2.1757 > 178.32.215.69.6667: Flags [.], ack 1350414410, win 65535, length 0
07:18:20.480514 IP 178.32.215.69.6667 > 88.204.76.2.1757: Flags [R], seq 1350414410, win 0, length 0
07:18:20.480529 IP 85.120.23.162.1926 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480536 IP 178.32.215.69.6667 > 85.120.23.162.1926: Flags [R], seq 100301668, win 0, length 0
07:18:20.480551 IP 72.166.145.250.1834 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480558 IP 178.32.215.69.6667 > 72.166.145.250.1834: Flags [R], seq 1684329517, win 0, length 0
07:18:20.480572 IP 85.120.23.162.1926 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480579 IP 178.32.215.69.6667 > 85.120.23.162.1926: Flags [R], seq 100301668, win 0, length 0
07:18:20.480594 IP 98.158.145.46.1830 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480601 IP 178.32.215.69.6667 > 98.158.145.46.1830: Flags [R], seq 286891887, win 0, length 0
07:18:20.480615 IP 132.160.21.137.1288 > 178.32.215.69.32: Flags [.], ack 2326601067, win 65535, length 0
07:18:20.480620 IP 58.150.109.106.1517 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480625 IP 178.32.215.69.6667 > 58.150.109.106.1517: Flags [R], seq 3962379358, win 0, length 0
07:18:20.480640 IP 180.95.224.203.1582 > 178.32.215.69.94: Flags [.], ack 3118815505, win 65535, length 0
07:18:20.480644 IP 216.250.255.1.1807 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480650 IP 178.32.215.69.6667 > 216.250.255.1.1807: Flags [R], seq 3388661528, win 0, length 0
07:18:20.480664 IP 195.62.128.4.1880 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480672 IP 178.32.215.69.6667 > 195.62.128.4.1880: Flags [R], seq 1436199745, win 0, length 0
07:18:20.480686 IP 212.52.166.157.1349 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480693 IP 178.32.215.69.6667 > 212.52.166.157.1349: Flags [R], seq 1723116814, win 0, length 0
07:18:20.480708 IP 220.164.107.170.1908 > 178.32.215.69.102: Flags [.], ack 1, win 65535, length 0
07:18:20.480721 IP 78.47.246.116.1204 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480728 IP 178.32.215.69.6667 > 78.47.246.116.1204: Flags [R], seq 3168874352, win 0, length 0
07:18:20.480758 IP 211.115.111.16.1107 > 178.32.215.69.42985: Flags [.], ack 3865999897, win 65535, length 0
07:18:20.480764 IP 85.115.96.51.1692 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480773 IP 178.32.215.69.6667 > 85.115.96.51.1692: Flags [R], seq 2911411801, win 0, length 0
07:18:20.480789 IP 69.72.227.45.1708 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480797 IP 178.32.215.69.6667 > 69.72.227.45.1708: Flags [R], seq 3013062144, win 0, length 0
07:18:20.480811 IP 66.251.253.61.1913 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480818 IP 178.32.215.69.6667 > 66.251.253.61.1913: Flags [R], seq 12958488, win 0, length 0
07:18:20.480832 IP 61.156.8.67.1251 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480839 IP 178.32.215.69.6667 > 61.156.8.67.1251: Flags [R], seq 2629240630, win 0, length 0
07:18:20.480854 IP 182.163.204.137.1219 > 178.32.215.69.134: Flags [.], ack 1, win 65535, length 0
07:18:20.480858 IP 219.240.39.80.1418 > 178.32.215.69.30489: Flags [.], ack 387858804, win 65535, length 0
07:18:20.480861 IP 211.115.127.24.1613 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480866 IP 178.32.215.69.6667 > 211.115.127.24.1613: Flags [R], seq 2425864741, win 0, length 0
07:18:20.480880 IP 216.250.255.1.1807 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480888 IP 178.32.215.69.6667 > 216.250.255.1.1807: Flags [R], seq 3388661528, win 0, length 0
07:18:20.480904 IP 202.49.244.124.1531 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480911 IP 178.32.215.69.6667 > 202.49.244.124.1531: Flags [R], seq 2560179043, win 0, length 0
07:18:20.480926 IP 61.156.8.67.1251 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480933 IP 178.32.215.69.6667 > 61.156.8.67.1251: Flags [R], seq 2629240630, win 0, length 0
07:18:20.480947 IP 61.156.8.67.1251 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480953 IP 178.32.215.69.6667 > 61.156.8.67.1251: Flags [R], seq 2629240630, win 0, length 0
07:18:20.480967 IP 64.202.224.76.1452 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480975 IP 178.32.215.69.6667 > 64.202.224.76.1452: Flags [R], seq 1080872014, win 0, length 0
07:18:20.480989 IP 219.240.39.80.1418 > 178.32.215.69.30497: Flags [.], ack 387858804, win 65535, length 0
07:18:20.480994 IP 87.229.7.251.1557 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.480999 IP 178.32.215.69.6667 > 87.229.7.251.1557: Flags [R], seq 3643454792, win 0, length 0
07:18:20.481023 IP 202.69.97.38.1220 > 178.32.215.69.92: Flags [.], ack 1981193322, win 65535, length 0
07:18:20.481029 IP 218.202.90.112.1549 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.481035 IP 178.32.215.69.6667 > 218.202.90.112.1549: Flags [R], seq 2247065175, win 0, length 0
07:18:20.481059 IP 202.150.223.57.1258 > 178.32.215.69.6667: Flags [.], ack 641411706, win 65535, length 0
07:18:20.481067 IP 178.32.215.69.6667 > 202.150.223.57.1258: Flags [R], seq 641411706, win 0, length 0
07:18:20.481083 IP 209.73.140.70.1801 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.481090 IP 178.32.215.69.6667 > 209.73.140.70.1801: Flags [R], seq 2434048873, win 0, length 0
07:18:20.481105 IP 202.49.244.124.1531 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.481112 IP 178.32.215.69.6667 > 202.49.244.124.1531: Flags [R], seq 2560179043, win 0, length 0
07:18:20.481126 IP 178.255.74.187.1547 > 178.32.215.69.130: Flags [.], ack 2717487723, win 65535, length 0
07:18:20.481131 IP 218.93.127.22.1989 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.481136 IP 178.32.215.69.6667 > 218.93.127.22.1989: Flags [R], seq 2512424457, win 0, length 0
07:18:20.481151 IP 219.147.255.123.1437 > 178.32.215.69.51401: Flags [.], ack 2525585698, win 65535, length 0
07:18:20.481156 IP 207.75.208.14.1335 > 178.32.215.69.6667: Flags [.], ack 437668281, win 65535, length 0
07:18:20.481161 IP 178.32.215.69.6667 > 207.75.208.14.1335: Flags [R], seq 437668281, win 0, length 0
07:18:20.481176 IP 82.138.233.9.1813 > 178.32.215.69.57445: Flags [.], ack 3871367940, win 65535, length 0
07:18:20.481181 IP 178.63.54.48.1642 > 178.32.215.69.108: Flags [.], ack 3250020723, win 65535, length 0
07:18:20.481183 IP 211.125.117.42.1949 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.481188 IP 178.32.215.69.6667 > 211.125.117.42.1949: Flags [R], seq 4230577714, win 0, length 0
07:18:20.481203 IP 64.233.128.164.2024 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.481210 IP 178.32.215.69.6667 > 64.233.128.164.2024: Flags [R], seq 2692818177, win 0, length 0
07:18:20.481224 IP 209.73.140.162.1626 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.481231 IP 178.32.215.69.6667 > 209.73.140.162.1626: Flags [R], seq 1352366428, win 0, length 0
07:18:20.481246 IP 210.21.110.4.1170 > 178.32.215.69.6667: Flags [.], ack 3582060289, win 65535, length 0
07:18:20.481254 IP 178.32.215.69.6667 > 210.21.110.4.1170: Flags [R], seq 3582060289, win 0, length 0
07:18:20.481269 IP 202.96.188.23.2004 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.481276 IP 178.32.215.69.6667 > 202.96.188.23.2004: Flags [R], seq 387813420, win 0, length 0
07:18:20.481307 IP 74.126.17.86.1578 > 178.32.215.69.70: Flags [.], ack 3157162563, win 65535, length 0
07:18:20.481312 IP 61.130.156.250.1317 > 178.32.215.69.38759: Flags [.], ack 162608397, win 65535, length 0
07:18:20.481314 IP 115.182.62.117.1650 > 178.32.215.69.62573: Flags [.], ack 1722208560, win 65535, length 0
07:18:20.481316 IP 210.21.110.4.1170 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.481322 IP 178.32.215.69.6667 > 210.21.110.4.1170: Flags [R], seq 3582060289, win 0, length 0
07:18:20.481356 IP 177.54.11.246.1242 > 178.32.215.69.52521: Flags [.], ack 330000191, win 65535, length 0
07:18:20.481361 IP 91.186.249.24.1335 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.481367 IP 178.32.215.69.6667 > 91.186.249.24.1335: Flags [R], seq 3843379829, win 0, length 0
07:18:20.481382 IP 115.182.62.117.1650 > 178.32.215.69.62575: Flags [.], ack 1722208560, win 65535, length 0
07:18:20.481387 IP 95.211.117.112.1659 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.481392 IP 178.32.215.69.6667 > 95.211.117.112.1659: Flags [R], seq 2697056376, win 0, length 0
07:18:20.481407 IP 128.123.211.155.1463 > 178.32.215.69.20765: Flags [.], ack 2450919705, win 65535, length 0
07:18:20.481412 IP 74.126.17.86.1578 > 178.32.215.69.92: Flags [.], ack 3157162563, win 65535, length 0
07:18:20.481414 IP 58.225.62.207.1077 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.481421 IP 178.32.215.69.6667 > 58.225.62.207.1077: Flags [R], seq 3496986390, win 0, length 0
07:18:20.481442 IP 212.52.166.157.1349 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.481454 IP 178.32.215.69.6667 > 212.52.166.157.1349: Flags [R], seq 1723116814, win 0, length 0
07:18:20.481477 IP 95.173.162.97.1584 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.481486 IP 178.32.215.69.6667 > 95.173.162.97.1584: Flags [R], seq 503908388, win 0, length 0
07:18:20.481503 IP 202.175.82.114.1891 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.481510 IP 178.32.215.69.6667 > 202.175.82.114.1891: Flags [R], seq 850776645, win 0, length 0
